TRAINEE TRIAL NECKFLEX EXTOA PROPLGSP PROPLIFT ASKASSIS HELP COMPS SUCCESS TRHAND TRGEND TRIALCAT
12 13  1  1  1  1  0  0  1  0 1 1 3
12 14  1  1  1  1  0  0  1  0 1 1 3
12 15  1  1  1  1  0  1  1  0 1 1 3
12 16  1  1  1  1  0  0  1  1 1 1 4
12 17  1  1  1  1  0  1  1  0 1 1 4
12 18  1  1  0  1  0  1  1  1 1 1 4
12 19  1  1  1  1  0  0  1  0 1 1 4
12 20  1  1  1  1  0  0  1  1 1 1 4
12 21  1  1  1  1  0  1  1  0 1 1 5
13  1  1  1  0  0  0  0  1  0 1 1 1
13  2  1  1  1  0  0  1  1  0 1 1 1
13  3  0  1  0  0  1  0  1  1 1 1 1
13  4  1  1  1  1  1  1  1  0 1 1 1
13  5  1  1  1  0  0  1  1  0 1 1 1
13  6  1  1  1  0  0  0  1  0 1 1 2
13  7  1  1  0  0  0  0  1  0 1 1 2
13  8  1  1  1  0  0  0  1  0 1 1 2
13  9  1  1  1  1  0  0  1  1 1 1 2
13 10  1  1  1  1  0  0  1  1 1 1 2
13 11  1  1  0  0  0  0  0  0 1 1 3
13 12  1  1  1  1  0  1  1  1 1 1 3
13 13  1  1  1  1  0  1  1  0 1 1 3
13 14  1  1  1  0  0  0  0  0 1 1 3
13 15  1  1  1  0  1  0  1  0 1 1 3
13 16  1  1  1  1  0  1  1  1 1 1 4
13 17  1  1  1  1  0  0  1  1 1 1 4
13 18  1  1  1  1  0  0  1  0 1 1 4
13 19  1  1  1  1  0  0  1  0 1 1 4
13 20  1  1  1  1  0  0  1  1 1 1 4
13 21  1  1  0  0  1  1  1  0 1 1 5
14  1  1  1  0  0  1  0  1  0 0 1 1
14  2  1  0  0  0  0  0  1  0 0 1 1
14  3  1  1  0  0  0  0  1  0 0 1 1
14  4  1  1  0  0  0  0  1  0 0 1 1
14  5  1  1  0  0  0  0  1  0 0 1 1
14  6  1  1  0  0  0  0  1  0 0 1 2
14  7  1  1  1  0  0  0  1  0 0 1 2
14  8  1  1  0  0  0  1  1  0 0 1 2
14  9  1  0  0  0  0  0  1  0 0 1 2
14 10  1  1  0  0  0  0  0  0 0 1 2
14 11  1  1  1  0  1  1  1  0 0 1 3
14 12  1  1  0  0  0  1  1  1 0 1 3
14 13  1  1  1  1  0  0  1  1 0 1 3
14 14  1  1  1  1  0  0  1  0 0 1 3
14 15  1  1  0  1  0  0  1  0 0 1 3
14 16  1  1  0  1  0  1  1  0 0 1 4
14 17  1  1  1  0  0  1  1  0 0 1 4
14 18  1  1  0  1  0  1  0  0 0 1 4
14 19  1  1  0  0  0  0  1  0 0 1 4
14 20  1  1  1  1  0  0  1  0 0 1 4
14 21  1  1  1  1  0  0  1  0 0 1 5
14 22  1  1  1  1  0  0  1  0 0 1 5
14 23  1  1  1  0  0  0  1  0 0 1 5
14 24  1  1  0  0  0  1  1  0 0 1 5
14 25  1  1  1  1  0  0  1  1 0 1 5
15  1  1  1  1  0  0  0  1  0 1 1 1
15  2  1  1  0  1  0  0  1  0 1 1 1
15  3  1  1  1  1  0  0  0  0 1 1 1
15  4  1  1  1  1  1  1 NA  0 1 1 1
15  5  1  1  1  0  1  1  1  0 1 1 1
15  6  1  1  0  1  0  0  1  1 1 1 2
15  7  1  1  0  0  0  0  0  0 1 1 2
15  8  1  1  1  1  0  0  1  1 1 1 2
15  9  0  1  0  0  0  0  1  0 1 1 2
15 10  1  1  1  0  0  0  0  0 1 1 2
15 11  1  1  1  1  0  1  1  1 1 1 3
15 12  1  1  0  0  0  0  1  0 1 1 3
15 13  1  1  0  1  0  0  1  0 1 1 3
15 14  1  1  0  1  0  0  1  0 1 1 3
15 15  1  1  1  1  0  1  1  1 1 1 3
15 16  1  1  1  1  1  0  1  1 1 1 4
15 17  1  1  1  1  0  1  1  1 1 1 4
15 18  1  1  1  1  0  1  1  1 1 1 4
15 19  1  1  0  1  1  0  1  1 1 1 4
15 21  1  1  1  1  0  1  1  1 1 1 4
15 22  1  1  1  1  1  1  1  1 1 1 5
15 23  1  1  1  1  1  1  1  1 1 1 5
16  1  1  1  1  0  0  0  0  0 1 1 1
16  2  0  0  1  0  0  0  1  0 1 1 1
16  3  1  1  1  0  0  0  1  0 1 1 1
16  4  1  1  1  0  0  0  0  0 1 1 1
16  5  1  1  0  1  1  1  1  0 1 1 1
16  6  1  1  1  1  1  0  1  0 1 1 2
16  7  0  1  0  0  0  0  0  0 1 1 2
16  8  1  1  0  0  0  0  0  0 1 1 2
16  9  1  1  1  0  1  1  1  0 1 1 2
16 10  1  1  0  0  0  0  1  0 1 1 2
16 12  1  1  1  1  0  1  1  0 1 1 3
16 13  1  1  1  0  0  0  0  0 1 1 3
16 14  1  1  1  0  0  0 NA  0 1 1 3
16 15  1  1  1  1  1  1  1  0 1 1 3
16 16  1  1  1  1  0  1  1  0 1 1 3
16 17  1  1  1  1  1  0  1  0 1 1 4
16 18  1  1  0  0  0  0  0  0 1 1 4
16 19  1  1  0  0  0  0  0  0 1 1 4
16 20  1  1  1  0  0  1  1  0 1 1 4
16 21  1  1  1  1  0  0  0  0 1 1 4
16 22  1  1  1  1  0  1  1  1 1 1 5
16 23  1  1  1  1  0  1  1  1 1 1 5
16 24  1  1  1  0  0  0  1  0 1 1 5
16 25  1  1  1  0  0  0  0  0 1 1 5
16 26  1  1  1  0  0  0  1  0 1 1 5
16 27  1  1  0  0  0  0  0  0 1 1 6
16 28  1  1  1  1  0  1  1  1 1 1 6
17  1  1  1  1  0  0  0  0  0 1 1 1
17  2  0  0  1  0  0  0  1  0 1 1 1
17  3  1  1  0  0  0  0  1  0 1 1 1
17  4  1  1  1  0  0  0  1  0 1 1 1
17  5  1  1  0  0  0  0  1  0 1 1 1
17  6  1  1  1  0  0  0  1  0 1 1 2
17  7  1  0  1  0  0  1  1  0 1 1 2
17  8  1  1  1  0  0  0  1  0 1 1 2
17  9  1  1  1  1  0  1  1  0 1 1 2
17 10  1  1  0  0  0  0  1  0 1 1 2
17 11  1  1  0  0  0  0  1  0 1 1 3
17 12  1  1  1  0  0  0  0  0 1 1 3
17 13  1  1  1  1  0  0  1  0 1 1 3
17 14  1  1  1  1  0  0  1  1 1 1 3
17 15  1  1  1  1  0  0  1  0 1 1 3
17 16  1  1  1  0  0  0  1  0 1 1 4
17 17  1  1  1  1  0  0  1  0 1 1 4
17 18  1  1  1  1  0  1  1  0 1 1 4
17 19  0  1  1  1  0  1  0  0 1 1 4
17 20  1  1  0  0  0  1  1  0 1 1 4
17 21  1  1  0  0  0  0  1  0 1 1 5
17 22  1  1  1  0  0  0  1  0 1 1 5
17 23  1  1  1  1  0  0  1  1 1 1 5
17 24  1  1  1  0  0  1  1  0 1 1 5
17 25  1  1  1  1  0  1  1  0 1 1 5
18  1  1  1  1  0  0  0  1  0 1 0 1
18  2  1  1  1  0  0  0  1  0 1 0 1
18  3  1  1  1  0  0  0  0  0 1 0 1
18  4  1  1  0  1  0  1  1  1 1 0 1
18  5  1  1  1  0  0  0  1  0 1 0 1
18  6  1  1  0  0  0  0  1  0 1 0 2
18  7  1  1  0  1  0  1  1  0 1 0 2
18  8  1  1  0  0  0  0  1  0 1 0 2
18  9  0  1  1  1  1  0  1  0 1 0 2
18 10  1  1  1  1  0  0  1  0 1 0 2
18 11  1  1  0  1  0  1  1  1 1 0 3
18 12  1  1  1  0  0  0  1  1 1 0 3
18 13  1  1  1  1  0  1  1  0 1 0 3
18 14  1  1  0  1  1  0  1  0 1 0 3
18 15  1  1  1  1  0  0  1  1 1 0 3
18 16  1  1  1  1  0  0  1  0 1 0 4
18 17  1  1  1  1  1  1  1  0 1 0 4
18 18  1  1  1  1  0  1  1  1 1 0 4
18 20  1  1  1  0  0  1  1  0 1 0 4
18 21  1  1  1  0  0  0  1  0 1 0 4
18 22  1  1  1  1  0  0  1  1 1 0 5
19  1  1  1  0  0  0  0  1  0 1 0 1
19  2  1  1  0  0  0  0  1  0 1 0 1
19  3  1  1  1  1  0  1  1  0 1 0 1
19  4  1  1  1  0  0  0  1  0 1 0 1
19  5  1  1  0  0  0  0  1  0 1 0 1
19  6  1  1  0  0  0  0  0  0 1 0 2
19  7  0  1  0  0  0  0  1  0 1 0 2
19  8  1  1  0  1  0  0  1  0 1 1 2
19  9  1  1  0  0  0  0  1  0 1 0 2
19 10  1  1  1  1  0  0  1  1 1 0 2
19 11  1  1  1  0  0  0  1  0 1 0 3
19 12  1  1  1  1  0  1  1  1 1 0 3
19 13  1  1  1  1  0  1  1  1 1 0 3
19 14  1  1  0  0  0  0  1  0 1 0 3
19 15  1  1  1  0  1  1  1  0 1 0 3
19 16  1  1  1  1  0  1  1  1 1 0 4
19 17  1  1  0  1  0  1  1  0 1 0 4
19 18  1  1  0  0  0  1  1  1 1 0 4
19 19  1  1  0  0  0  1  0  0 1 0 4
19 20  1  1  0  1  0  1  1  0 1 0 4
19 21  1  1  0  0  0  0  1  0 1 0 5
19 22  1  1  1  0  0  1  1  1 1 0 5
